Geneid	gene_name	WT_1	WT_2	WT_3	WT_4	DBDB_1	DBDB_2	DBDB_3	DBDB_4
ENSMUSG00000088528.4	Gm26084	0	0	0	0	0	0	0	0
ENSMUSG00000028437.15	Ubap1	33	29	38	65	63	58	50	69
ENSMUSG00000028438.17	Kif24	0	0.20	3	0	0.20	1	0.50	4.25
ENSMUSG00000028443.7	Nudt2	19	13	23	16	14	46	26	23
ENSMUSG00000120968.1	ENSMUSG00000120968	0	0	0	1	0	0	0	1
ENSMUSG00000046312.5	Myorg	14	13	13	10	38	22	16	26
ENSMUSG00000028441.13	1110017D15Rik	3	3	3	0	4	2	0	0
ENSMUSG00000036162.4	Fam219aos	0	0	0	0	0	0	0	0
ENSMUSG00000028439.15	Fam219a	11	6	16	10	32.00	23	15	10
ENSMUSG00000087623.2	Gm12404	0	0	0	0	0	0	0	0
ENSMUSG00000061322.16	Dnai1	0	0	0	0	1.50	2	0	0.50
ENSMUSG00000028445.8	Enho	0	0	4	1	7.50	8	4	12.50
ENSMUSG00000084761.2	Gm12406	0	0	0	0	0	0	0	0
ENSMUSG00000087054.2	Gm12405	0	0	0	0	0	0	0	0
ENSMUSG00000028444.18	Cntfr	0	3	3	6	1	4	2	6
ENSMUSG00000073889.11	Il11ra1	90	106.50	100.00	115.50	220.33	117	154.83	143
ENSMUSG00000036114.4	Rpp25l	26	38.00	26	17	28	30.00	27.00	24
ENSMUSG00000028447.12	Dctn3	207	215	243	204	399	322	192.00	308
ENSMUSG00000066224.15	Arid3c	0	0	0	0	0	0	1	0
ENSMUSG00000036078.17	Sigmar1	38.00	24.00	31.00	45.00	88.00	81.00	47.50	46
ENSMUSG00000036073.19	Galt	19	37	36	38	44	36	21.50	38
ENSMUSG00000073888.14	Ccl27a	39.47	36.63	34.25	43.27	46.70	18.80	29.47	25.47
ENSMUSG00000095298.3	Gm12407	0	0.40	0	0	0.40	0	0	0
ENSMUSG00000082962.4	Gm10601	0	0	0	0	0	0	0	0
ENSMUSG00000085730.8	Gm13307	0	0	0	0.65	0	0	0	0
ENSMUSG00000084010.2	Gm13302	0	0	0	0	0	0	0	1
ENSMUSG00000094065.2	Ccl21d	2.45	0.75	0.40	0.20	6.00	0.45	1.30	1.30
ENSMUSG00000082902.4	Ccl19-ps1	0	0	0	0	0.40	0	0	0
ENSMUSG00000078747.10	Gm20878	0.60	1.00	1.00	0.60	0.20	1.00	0.80	0.40
ENSMUSG00000078746.3	Fam205a4	0	0.50	0	0	0	0.50	0	0
ENSMUSG00000082414.3	Gm13303	0	0	0	0	0	0	0	0
ENSMUSG00000096256.3	4933409K07Rik	0	0	0.90	0.20	0	0.10	0.43	0.10
ENSMUSG00000103694.2	Gm37530	0	0	0.50	0.40	0.40	1.90	0.63	0.30
ENSMUSG00000095348.2	Gm3892	0.40	0	1.00	0	0	0.20	0.20	0.40
ENSMUSG00000121463.1	Ccl19-ps2	0	0.20	0	0.20	1.20	0.20	0	0.20
ENSMUSG00000118633.3	Gm21104	0	0.20	0	0	0.20	0	0	0
ENSMUSG00000094293.2	Gm3893	0	0	0	0	0	0	0	0
ENSMUSG00000073878.4	Gm13304	2.45	0.75	0.40	0.20	6.00	0.45	1.30	1.30
ENSMUSG00000087577.2	Gm13299	0	0	0	0.65	0	0	0	0
ENSMUSG00000094162.2	Ccl19-ps3	0	0.20	0	0	0.40	0	0	0
ENSMUSG00000073877.11	Gm13306	1.87	2.83	1.85	1.67	2.20	0.80	1.57	0.87
ENSMUSG00000073876.4	Gm13305	0	1	2.00	0	3.83	1.50	1.33	0
ENSMUSG00000104526.2	1700045I11Rik	0	0	0	0	0	0	0	0
ENSMUSG00000091542.2	Gm17167	0	0.73	0.93	0	0	0	0.70	1.70
ENSMUSG00000118434.2	Gm13301	0.33	0	0	0	0	0	1.00	0
ENSMUSG00000083929.5	Gm10600	0	0	0.10	0	0	0	0	0
ENSMUSG00000096862.4	Gm5859	0	0	0	0	0	0	0	0
ENSMUSG00000073879.5	Gm54215	0	0	0.40	0	0	0	0	0
ENSMUSG00000090338.3	Gm17081	0	0	0	0	0	0	0	0
ENSMUSG00000118458.2	Gm10599	0	0.20	0.20	0	0	0	0	0
ENSMUSG00000118425.2	Gm50470	0	0	0	0	0	0	0	0
ENSMUSG00000095675.3	Ccl21b	2.45	0.75	0.40	0.20	6.00	0.45	1.30	1.30
ENSMUSG00000118433.2	Gm50471	0	0.40	0	0	1.40	0	0	0
ENSMUSG00000096327.2	Gm21980	0	0	0	0	0	0	0	0
ENSMUSG00000094695.3	Gm21953	1.00	1.20	1.00	0.60	0.40	0.60	0.80	0.40
ENSMUSG00000093996.3	Fam205a3	0	0.50	0	0	0	0.50	0	0
ENSMUSG00000095234.3	Gm21586	0.80	1.40	0.60	0.60	0.40	0.80	0.60	0.40
ENSMUSG00000093909.3	Gm3883	0	0	0.20	0.40	0	1.20	1.87	0.40
ENSMUSG00000095779.3	Gm53189	0	0	0	0	0	0	0	0
ENSMUSG00000094066.2	Fam205a2	0	0.50	0	0	0	0.50	0	0
ENSMUSG00000121464.1	ENSMUSG00000121464	0	0.10	0.20	0.20	0	0.10	0.10	0.10
ENSMUSG00000095258.4	Gm2163	0	0.10	0.20	0.20	0	0.10	0.10	0.10
ENSMUSG00000118603.2	Gm52989	0	0.20	0.20	0	0	0	0	0
ENSMUSG00000096596.3	Gm10591	2.45	0.75	0.40	0.20	6.00	0.45	1.30	1.30
ENSMUSG00000091938.4	Gm2564	0	0.20	0	0	0.40	0	0	0
ENSMUSG00000096826.3	Ccl27b	0.33	1.00	1.00	0.33	0.67	1	0.67	0.33
ENSMUSG00000078735.5	Il11ra2	0	1	2.00	0	4.83	1.50	1.33	0
ENSMUSG00000102504.2	Gm21955	1.50	0	1.40	0.80	0.40	8.00	3.37	1.40
ENSMUSG00000054885.13	4930578G10Rik	0	0	0	0.40	0	0	0	0
ENSMUSG00000085910.2	Gm12395	0	0	0	0	0	0	0	0
ENSMUSG00000071005.8	Ccl19	0	0	0	0	9.20	0	0	0
ENSMUSG00000094686.2	Ccl21a	9.20	5	1.40	6.20	61.00	10.20	13.80	11.80
ENSMUSG00000078722.4	Gm12394	0.33	2	2	0.20	0	0	1.00	1.20
ENSMUSG00000078721.2	Fam205a1	0	0.50	0	0	0	0.50	0	0
ENSMUSG00000050141.14	Fam205c	0	0	0	0	3	0	0	0
ENSMUSG00000120475.1	ENSMUSG00000120475	0	0	1	0	0	0	0	0
ENSMUSG00000036062.14	Phf24	0	0	2	0	0	0	0	0
ENSMUSG00000036052.15	Dnajb5	0	2	2	3	11	10	7	5
ENSMUSG00000028451.13	1700022I11Rik	1.67	1.50	1.50	0.50	1	4	0.50	0.50
ENSMUSG00000028452.8	Vcp	444	483.50	521.50	483	688	660.50	555.50	520
ENSMUSG00000028453.11	Fancg	2	2	3	1	1	0	1	6
ENSMUSG00000028454.17	Pigo	5	11	4	8	11	13	12	13
ENSMUSG00000028455.16	Stoml2	59.00	61	109.00	99.00	66	102.00	58	72.00
ENSMUSG00000036002.13	Atosb	34.50	61	44	39.50	54.50	74	35	52
ENSMUSG00000096974.4	Gm26881	32.50	56	54	75.50	70.50	49	39	72
ENSMUSG00000028456.19	Unc13b	4	11	12	1	15	5	4	1
ENSMUSG00000077552.2	Gm23709	0	0	0	0	0	0	0	0
ENSMUSG00000089028.4	Gm25010	0	0	0	0	0	0	0	0
ENSMUSG00000028457.19	Atp8b5	0	1	2	0	4	0	0	0
ENSMUSG00000120824.1	Gm46851	0	0	0	0	0	0	0	0
ENSMUSG00000035969.16	Rusc2	13	18	14.50	15.50	11	39	16.50	13
ENSMUSG00000120990.1	ENSMUSG00000120990	0	7	0	8	3	1	0	2
ENSMUSG00000042788.13	Fam166b	10	13	6.50	10.50	11	27	13.50	11
ENSMUSG00000028458.13	Tesk1	33.50	38	33.50	50.50	67	45	32	64
ENSMUSG00000028459.12	Cd72	33.50	38	33.50	50.50	67	44	32	64
ENSMUSG00000028460.7	Sit1	0	0	0	0	1	0	0	0
ENSMUSG00000115420.2	Rmrp	0	1.00	0	0	0.67	0.33	0.50	0
ENSMUSG00000088088.2	Rmrp	0	1.00	0	0	0.67	0.33	0.50	0
ENSMUSG00000028461.13	Ccdc107	21	43.00	37	26	22.67	39.33	27	41
ENSMUSG00000051517.15	Arhgef39	1	1	3	0	0	0	2	0
ENSMUSG00000087142.9	Gm12454	0	1	0	0	0	0	0	0
ENSMUSG00000028463.15	Car9	0	0	0	0	3	0	0	0
ENSMUSG00000028464.17	Tpm2	27.00	59.00	45	95.00	1504.50	428.00	307.00	201.00
ENSMUSG00000028465.17	Tln1	168	119	104	123	435.50	260.50	275.50	335
ENSMUSG00000028466.16	Creb3	27.50	36	47.50	30.50	45.50	55.50	33	34.50
ENSMUSG00000028467.16	Gba2	9.50	11	10.50	13.50	13	9.50	10	16.50
ENSMUSG00000028468.16	Rgp1	44.50	48.50	48	27.50	25	50	22	26
ENSMUSG00000078719.3	Msmp	1.50	1.50	2	2.50	1.50	4.50	1.50	0
ENSMUSG00000085351.2	Gm12472	0	2	0	0	3.50	1	0	0
ENSMUSG00002075231.1	Gm56257	0	0	0	0	0	0	0	0
ENSMUSG00000086043.2	Gm12473	0	0	0	0	0	0	0	0
ENSMUSG00000028469.16	Npr2	50	38	51	33	85	85	53.50	56
ENSMUSG00000066196.12	Spag8	0	0.33	1	0	5.33	3	0	0
ENSMUSG00000028470.11	Hint2	401	405.67	398	351	443.50	359	384	448
ENSMUSG00000043633.7	Fam221b	304.75	320.25	334.50	376.75	507.83	469.25	352.50	487
ENSMUSG00000043770.11	Gm12481	274.75	305.25	320.50	348.75	486.83	430.25	321	462
ENSMUSG00000078716.11	Tmem8b	11	12	9	15	14	20	14	8.33
ENSMUSG00002074925.1	Gm56261	0	0	0	0	0	0	0	0
ENSMUSG00000050215.7	Or13e8	0	0	0	0	0	0	0	0
ENSMUSG00000046450.4	Or13j1	0	0	0	0	0	0	0	0
ENSMUSG00000071001.5	Hrct1	30	34	45	11	86	50	45	65
ENSMUSG00000028475.10	Spaar	9	5	9	6	18	11	9	17
ENSMUSG00000083417.2	Or13d31-ps1	0	0	0	0	0	0	0	0
ENSMUSG00000044801.2	Or13c7d	0	0	0	0	0	0	0	0
ENSMUSG00000111338.2	Or13c7e-ps1	0	0	0	0	0	0	0	0
ENSMUSG00000081329.2	Gm12492	0	0	0	0	0	0	0	0
ENSMUSG00000110970.3	Or13c7b	0	0	0	0	0	0	0	0
ENSMUSG00000111611.2	Or13c7c	0	0	0	0	0	0	0	0
ENSMUSG00000071000.4	Or13c7	0	0	0	0	0	0	0	0
ENSMUSG00000028476.14	Reck	0	0	0	0	0	0	0	0
ENSMUSG00002076534.1	Gm56265	0	0	0	0	0	0	0	0
ENSMUSG00000028480.15	Glipr2	2	2	3	3	6	8	4	7
ENSMUSG00000070999.3	Ccin	0	0	0	0	0	0	0	0
ENSMUSG00000028478.19	Clta	234	216	258	208	394	231	171	289
ENSMUSG00000028479.19	Gne	20	29	25	27	27	13	20	18
ENSMUSG00002076893.1	Gm56267	0	0	0	0	0	0	0	0
ENSMUSG00000087326.2	Gm12503	0	0	0	0	3	0	0	0
ENSMUSG00000084274.3	Ptma-ps2	1	0	0	0	0	3	0	0
ENSMUSG00000035696.16	Rnf38	21	23	20	14.20	12	16	13	12
ENSMUSG00000092677.2	Mir5106	0	0	0	0	0	0	0	0
ENSMUSG00000035683.14	Melk	0	0	0	0	11	1	0	1
ENSMUSG00000081127.2	Gm12677	0	0	0	0	0	0	0	0
ENSMUSG00000083803.2	Gm12455	0	0	0	0	0	0	0	0
ENSMUSG00000077587.2	Gm24376	0	0	0	0	0	0	0	0
ENSMUSG00000014030.16	Pax5	0	0	3	0	9	0	0	0
ENSMUSG00000092761.2	Mir5120	0	0	0	0	0	0	0	0
ENSMUSG00000086211.2	Gm12462	0	0	0	0	0	0	0	0
ENSMUSG00000102880.2	4930517J16Rik	0	0	0	0	0	0	0	0
ENSMUSG00000103995.2	5730488B01Rik	0	0	0	0	2	0	0	0
ENSMUSG00000120365.1	ENSMUSG00000120365	0	0	0	0	0	0	0	0
ENSMUSG00000080916.4	Gm12463	0	1	0	0	0	0	0	1
ENSMUSG00000035649.18	Zcchc7	101	93	86	47	120	63	37.50	45
ENSMUSG00002076239.1	Gm56271	0	0	0	0	0	0	0	0
ENSMUSG00000084854.3	Gm12678	0	0	0	0	0	0	0	0
ENSMUSG00000086000.3	Gm12493	0	0	0	0	0	0	0	0
ENSMUSG00000086205.2	Gm12679	0	0	0	0	0	0	0	0
ENSMUSG00000035637.15	Grhpr	116.50	114	142	107	149	160	136	154
ENSMUSG00000049657.10	Zbtb5	42	49	41.50	64	26	43	31.50	41
ENSMUSG00000070997.5	1700055D18Rik	4	4	3	2	4.50	3	5	4
ENSMUSG00000028318.15	Polr1e	3	0	3	8	6	4	7	7
ENSMUSG00000048232.13	Fbxo10	1	0	1	3	20	7	5	10
ENSMUSG00000078713.9	Tomm5	58.50	69.50	66	59	84.50	117	61.50	100
ENSMUSG00000082628.2	Gm12566	0	0	0	0	0	0	0	0
ENSMUSG00000035615.13	Frmpd1	0	0	0	0	0	0	0	2
ENSMUSG00000086284.2	Frmpd1os	0	0	0	0	0	0	0	0
ENSMUSG00000035601.10	Trmt10b	7	6	13	2	7	16	14	5
ENSMUSG00000028322.12	Exosc3	5	2	5	11	3	4	2	5
ENSMUSG00000083541.2	Gm12585	0	0	0	0	0	0	0	0
ENSMUSG00000035572.17	Dcaf10	89	100	114	92	66	50	53	36
ENSMUSG00000045973.19	Slc25a51	1475.50	1615.50	1376	1759.50	810	975.50	958.50	1086.00
ENSMUSG00002074999.1	Gm56273	0	0	0	0	0	0	0	0
ENSMUSG00000044813.16	Shb	13	30	21	17	9	9	5	12
ENSMUSG00002076578.1	Gm56274	0	0	0	0	0	0	0	0
ENSMUSG00000065322.2	Gm22055	0	0	0	0	0	0	0	0
ENSMUSG00000081559.4	Gm12411	35.85	56.45	71.65	50.73	96.50	79.10	55.73	70.45
ENSMUSG00000085980.4	Gm12408	0	0	0	0	0	0	0	0
ENSMUSG00000073860.13	Gm829	0	0	0	0	0	0	0	0
ENSMUSG00000085305.2	Gm12410	0	0	0	0	0	0	0	0
ENSMUSG00000085876.2	Gm12409	0	0	0	0	0	0	0	0
ENSMUSG00000083685.2	Gm12412	0	0	0	0	0	0	0	0
ENSMUSG00000035561.6	Aldh1b1	0	0	0	0	4	1	4	1
ENSMUSG00000035551.7	Igfbpl1	0	0	0	0	0	0	0	0
ENSMUSG00000028327.15	Stra6l	0	0	0	0	0	0	0	1
ENSMUSG00000035539.15	Ccdc180	0	0	0	0	5	0	2	0
ENSMUSG00000035517.18	Tdrd7	5	4	6	4	14	30	14	6
ENSMUSG00000028328.14	Tmod1	27.10	26.90	27	32.60	53.10	43.70	31.10	34.10
ENSMUSG00000035495.16	Tstd2	27.10	28.90	31	32.60	52.10	41.70	31.10	35.10
ENSMUSG00002076882.1	Gm56284	0	0	0	0	0	0	0	0
ENSMUSG00000028330.9	Ncbp1	66	44	36	40	67	37	40	37
ENSMUSG00000028329.14	Xpa	23	34	33	44	55	50	33	40
ENSMUSG00000082194.4	Gm12444	0	0	0	0	1	0	0	0
ENSMUSG00000081483.2	Gm12445	0	0	0	0	0	0	0	0
ENSMUSG00000087383.8	Gm12446	0	0	0	0	0	0	0	0
ENSMUSG00000080816.2	Gm12447	2.93	5.60	4.77	3.10	7.92	6.55	3.77	5.33
ENSMUSG00000070990.3	Foxe1	0	0	0	0	0	0	0	0
ENSMUSG00000028331.13	Trmo	0	0	0	0	0	2	2	0
ENSMUSG00000028332.14	Hemgn	0	1	0	0	0	0	0	3
ENSMUSG00000082242.2	Gm12443	0	0	0	0	0	0	0	0
ENSMUSG00000028333.11	Anp32b	224.33	191.33	185.33	145.50	298.33	275.50	230.17	219.83
ENSMUSG00000028334.11	Nans	15	25	27	33	58.67	36	33	37
ENSMUSG00000039853.19	Trim14	1	0	0	1	0.67	4	0	0
ENSMUSG00000064410.2	Gm22247	0	0	0	0	0.67	0	0	0
ENSMUSG00000085990.3	Gm16731	0	0.50	0	0	0	0	1	0
ENSMUSG00000028337.15	Coro2a	0.50	0.50	0.50	0	1	0	4	0
ENSMUSG00000121136.1	ENSMUSG00000121136	0.50	0	0.50	0	1	0	3	0
ENSMUSG00000039813.15	Tbc1d2	5	5	1	3	12	22	5	3
ENSMUSG00000120662.1	ENSMUSG00000120662	0	0	0	0	0	0	0	0
ENSMUSG00000039809.11	Gabbr2	1	0	3	2	3	8	4	8
ENSMUSG00000120168.1	ENSMUSG00000120168	0	1	0	0	0	0	0	2
ENSMUSG00000048824.8	Gm568	0	0	0	0	0	0	0	0
ENSMUSG00000066191.13	Anks6	0	1	1	2	7	5	0	2
ENSMUSG00000081561.2	Gm12425	0	0	0	0	0	0	0	0
ENSMUSG00000084199.2	Gm12422	0	0	0	0	0	0	0	0
ENSMUSG00000039774.13	Galnt12	0	1	0	1	5	1	1	1
ENSMUSG00000094286.2	Gm12424	0	0	0	0	0	0	0	0
ENSMUSG00000083491.2	Gm12423	0	0	0	0	0	0	0	0
ENSMUSG00000087500.2	Gm12426	0	0	0	0	0	0	0	0
ENSMUSG00000028339.18	Col15a1	18	15	26	6	239	96	35	82
ENSMUSG00000007613.16	Tgfbr1	4	12	15	9	15	32	13	7
ENSMUSG00000081152.2	Gm12430	0	0.33	0.67	0	0	0	1	0
ENSMUSG00000039740.7	Alg2	9	15	8	10	11	13	5	11
ENSMUSG00000053317.12	Sec61b	55	105.50	99	68.50	160	206	121	149
ENSMUSG00002075920.1	Gm56287	0	0	0	0	0	0	0	0
ENSMUSG00002075519.1	Gm56288	0	0	0	0	0	0	0	0
ENSMUSG00000102450.2	Gm38343	0	0	0	0	0	0	0	0
ENSMUSG00000089349.2	Gm22670	0	0	0	0	0	0	0	0
ENSMUSG00000085660.2	Gm12434	0	0	0	0	0	0	0	0
ENSMUSG00000120048.1	ENSMUSG00000120048	0	1	0	0	0	0	0	0
ENSMUSG00000028341.10	Nr4a3	10	6	44	23	0	0	0	10
ENSMUSG00000061455.14	Stx17	64	57	58	59	92	66	55	68
ENSMUSG00000028343.11	Erp44	55	50	90	60	71	69	52	57
ENSMUSG00000087844.2	Mir1958	0	0	0	0	0	0	0	0
ENSMUSG00000028344.13	Invs	10	7	9.50	6.50	14	18	11	12.50
ENSMUSG00000081953.2	Gm12435	4	12.50	15.50	6.50	9	9.50	11.50	11.50
ENSMUSG00000028345.16	Tex10	5	8	8.50	6.50	12	8	5	6.50
ENSMUSG00000039693.12	Msantd3	13	20	32	21	34	33	35	34
ENSMUSG00000028347.15	Tmeff1	23.50	43.50	89	50	36.50	62.50	49.50	39.50
ENSMUSG00000028348.8	Cavin4	0	2	5	1	20	11	10	4
ENSMUSG00000080850.2	Gm12439	0	0	0	0	0	0	0	0
ENSMUSG00000083091.2	Gm12438	0	0	0	0	0	0	0	0
ENSMUSG00002075470.1	Gm56290	0	0	0	0	0	0	0	0
ENSMUSG00000077417.2	Gm23746	0	0	0	0	0	0	0	0
ENSMUSG00000084787.2	Gm12436	0	0	0	0	0	0	0	0
ENSMUSG00000083869.2	Gm12442	0	0	0	0	0	0	0	0
ENSMUSG00000063446.5	Plppr1	0	0	0	0	0	0	0	0
ENSMUSG00000064782.2	Gm22685	0	0	0	0	0	0	0	0
ENSMUSG00000096476.2	Gm12453	0	0	0	0	0	0	0	0
ENSMUSG00000081770.2	Rbpj-ps1	0	0	0	0	0	0	0	0
ENSMUSG00000060317.10	Acnat2	0	0	0	0	0	0	0	2
ENSMUSG00000082725.2	Gm12451	0	0	0	0	0	0	0	0
ENSMUSG00000094082.2	Gm12452	0	0	0	0	0	0	0	0
ENSMUSG00000070985.4	Acnat1	0	0	0	0	0	0	0	0
ENSMUSG00000084479.2	Gm26424	0	0	0	0	0	0	0	0
ENSMUSG00000039653.10	Baat	1	6	1	0	0	0	0	0
ENSMUSG00000044018.4	Mrpl50	64	48	79.00	53	61.00	91	49	51
ENSMUSG00000039634.13	Zfp189	5	10	16	8	3	6	2	7
ENSMUSG00000028307.10	Aldob	1	0	0	0	0	0	0	0
ENSMUSG00000039611.3	Pgap4	94	79	61	91	82	106	64	131
ENSMUSG00000028309.15	Rnf20	51	54	70	78	75	62	41	62
ENSMUSG00000039579.16	Grin3a	0	0	0	0	0	0	0	0
ENSMUSG00000028310.3	Ppp3r2	0	0	0	0	0	0	0	0
ENSMUSG00000083153.2	Gm12459	0	0	0	0	0	3	0	0
ENSMUSG00000081120.2	Gm12458	0	0	0	0	0	0	0	0
ENSMUSG00000095394.2	Gm25485	0	0	0	0	0	0	0	0
ENSMUSG00000084116.2	Gm12460	0	0	0	0	0	0	0	0
ENSMUSG00000039555.16	Cylc2	0	0	0	0	0	0	0	0
ENSMUSG00000019836.6	Amd-ps4	2.33	0.67	2.58	0.67	1.67	0.83	0.33	1.67
ENSMUSG00002075333.1	Gm56292	0	0	0	0	0	0	0	0
ENSMUSG00000088515.4	Gm23043	0	0	0	0	0	0	0	0
ENSMUSG00000088954.4	Gm24943	0	0	0	0	0	0	0	0
ENSMUSG00000064923.2	Gm22042	0	0	0.20	0	0	1.40	0	0
ENSMUSG00000081050.2	Gm12461	0	0	0	0	0	0	0	0
ENSMUSG00000085515.2	C630028M04Rik	0	0	0	0	0	0	0	0
ENSMUSG00000082963.2	Gm12465	0	0	0	0	0	0	0	0
ENSMUSG00000083539.2	Gm12466	0	0	0	0	0	0	0	0
ENSMUSG00000082267.2	Gm12467	0	0	0	0	0	0	0	0
ENSMUSG00000083338.2	Gm12475	0	0	0	0	0	0	0	0
ENSMUSG00000085763.2	Smc2os	0	0	0	2.00	3	0	0	0
ENSMUSG00000028312.20	Smc2	10	15	5	12	18	12	10	21
ENSMUSG00000084380.2	Tmc4-ps	0	0	0	0	0	0	0	0
ENSMUSG00000061619.4	Vma21-ps	0	0	0	0	0	0.50	0	0
ENSMUSG00000028314.7	Toporsl	0	0	0	0	0	0	0	0
ENSMUSG00000089717.3	Or13f5	0	0	0	0	0	0	0	0
ENSMUSG00000081975.2	Gm12482	0	0	0	0	0	0	0	0
ENSMUSG00000110940.2	Or13c10-ps1	0	0	0	0	0	0	0	0
ENSMUSG00000049648.5	Or13c3	0	0	0	0	0	0	0	0
ENSMUSG00000110756.2	Gm47786	0	0	0	0	0	0	0	0
ENSMUSG00000083937.4	Cct3-ps1	0	0	0	0	0	0	0	0
ENSMUSG00000051593.5	Or13c25	0	0	0	0	0	0	0	0
ENSMUSG00000082216.6	Or13c9	0	0	0	0	0	0	0	0
ENSMUSG00000070983.4	Or13d1	0	0	0	0	0	0	0	0
ENSMUSG00000015242.15	Nipsnap3a	0	0	0	0	0	0	0	0
ENSMUSG00000015247.11	Nipsnap3b	8	19	23	17	26	23	21	35
ENSMUSG00000015243.5	Abca1	37.00	23	62	33	66.00	83	20	42
ENSMUSG00000087192.8	Lexis1	0	0	0	0	0	0	0	0
ENSMUSG00000086947.3	4930522O17Rik	0	0	0	0	0	0	0	0
ENSMUSG00000086712.3	Mexis	0	0	0	2	6	2	0	2
ENSMUSG00000083735.2	Gm12495	0	0	0	0	0	0	0	0
ENSMUSG00000121143.1	ENSMUSG00000121143	0	0	0	0	0	0	0	0
ENSMUSG00000086267.2	Gm12496	0	0	0	0	0	0	0	0
ENSMUSG00000028412.18	Slc44a1	44	45	54.50	33	63	59	48	55
ENSMUSG00000084970.2	1700060J05Rik	0	0	0.50	0	0	0	0	0
ENSMUSG00000054752.17	Fsd1l	5	5	1	1	7	4	5	3
ENSMUSG00000081516.2	Gm12470	0	0	0	0	0	0	0	0
ENSMUSG00000028414.18	Fktn	38	46	28	37.50	39	66	40	42.50
ENSMUSG00002075636.1	Gm56295	0	0	0	0	0	0	0	0
ENSMUSG00000028417.4	Tal2	1	1	0	0	0	5	1	0
ENSMUSG00000084403.2	Rps15a-ps8	5.83	14.08	16.17	15.58	23.58	21.67	9.50	13.75
ENSMUSG00000028420.14	Tmem38b	12	32	24	15	28	25	27	24
ENSMUSG00000065887.2	n-R5s185	0	0	0	0	0	0	0	0
ENSMUSG00000083985.4	Gm12468	0	0	0	0	0	0	0	0
ENSMUSG00000077418.2	Gm23745	0	0	0	0	0	0	0	0
ENSMUSG00000089552.2	Gm24177	0	0	0	0	0	0	0	0
ENSMUSG00000086987.2	Gm12484	0	0	0	0	0	0	0	0
ENSMUSG00000083624.2	Gm12469	0	0	0	0	0	0	0	0
ENSMUSG00000093183.5	Gm25687	0	0	0	0	0	0	0	0
ENSMUSG00000081428.2	Tpt1-ps2	0	0	0	0	0	0	0	0
ENSMUSG00000099421.2	Gm29067	0	0	0	0	0	0	0	0
ENSMUSG00000086371.2	Gm12478	0	0	0	0	0	0	0	0
ENSMUSG00000087077.2	Gm12480	0	0	0	0	0	0	0	0
ENSMUSG00000083868.2	Gm12477	0	0	0	0	0	0	0	0
ENSMUSG00002075167.1	Gm56296	0	0	0	0	0	0	0	0
ENSMUSG00000082111.2	Gm12479	0	0	0	0	0	0	0	0
ENSMUSG00000120813.1	ENSMUSG00000120813	0	0	0	0	0	0	0	0
ENSMUSG00000060206.12	Zfp462	6	6	7	2	16	15	3	5
ENSMUSG00000082704.2	Gm12515	0	0	0	0	0	0	0	0
ENSMUSG00000087614.2	Gm12514	0	0	0	0	0	0	0	0
ENSMUSG00000081177.2	Gm12509	0	0	0	0	0	0	0	0
ENSMUSG00000081504.4	Gm12508	0	0	0	0	0.20	0	0	0
ENSMUSG00000081542.2	Gm12512	0	0	0	0	0	0	0	0
ENSMUSG00000077403.3	Gm25419	0	0	0	0	0	0	0	0
ENSMUSG00000028426.11	Rad23b	136.50	122	169.50	161	179	179	153	166
ENSMUSG00000084144.2	Gm12516	0	0	0	0	0	0	0	0
ENSMUSG00000084404.2	Gm12513	0	0	0	0	0	0	0	0
ENSMUSG00000087070.2	Gm12505	0	0	0.20	0	0	0	0	0
ENSMUSG00000086346.2	Gm12510	0	0	0	0	0	0	0	0
ENSMUSG00000077635.2	Gm22150	0	0	0	0	0	0	0	0
ENSMUSG00000082952.2	Gm12507	0	0	0	0	0	0	0	0
ENSMUSG00000003032.9	Klf4	42	38	123	127.50	186	121	61.50	191
ENSMUSG00000120546.1	ENSMUSG00000120546	0	0	0	0	0	0	0	0
ENSMUSG00000066176.4	Gm12511	1	0	0	0	5	0	0	1
ENSMUSG00000085375.2	Gm12506	0	0	0	0	0	0	0	0
ENSMUSG00000120306.1	ENSMUSG00000120306	0	0	0	0	0	0	0	0
ENSMUSG00000085643.3	Gm12519	0	0	0	0	0	0	0	0
ENSMUSG00000081290.2	Gm12520	0	0	0	0	0	0	0	0
ENSMUSG00000085020.2	2310081O03Rik	0	0	0	0	0	0	0	0
ENSMUSG00000082613.2	Gm12518	0	0	0	0	0	0	0	0
ENSMUSG00000077663.2	Gm26144	0	0	0	0	0	0	0	0
ENSMUSG00000070980.5	Actl7b	0	0	0	0	0	0	0	0
ENSMUSG00000096930.2	Gm26657	0	0	0	0	0	0	0	0
ENSMUSG00000070979.6	Actl7a	0	0	0	0	0	0	0	0
ENSMUSG00000028431.12	Elp1	23	26	19	13	28	18	19	22
ENSMUSG00002075696.1	Gm56132	0	0	0	0	0	0	0	0
ENSMUSG00000038827.12	Abitram	8	11	11	11	7	17	10	9
ENSMUSG00000038816.15	Ctnnal1	9	12	10	11	23	28	16	24
ENSMUSG00000055296.15	Tmem245	111.30	96.50	96.63	79.77	122.80	183.83	125.10	85.52
ENSMUSG00000065544.2	Mir32	0	0	0	0	0	0	0	0
ENSMUSG00002075508.1	Gm25053	0	0	0	0	0	0	0	0
